AvgPrice,AvgAge,AvgRoom,AvgSqrMeter,AvgPopulation
2380453.762,7.55,5,116,1198357
2171766.104,6.33,4,118,940626
843187.0797,6.56,5,206,101569
2009031.33,5.78,4,117,810253
713819.9495,5.5,5,218,82721
801322.0525,7.04,5,210,86488
2010369.056,5.84,3,62,878083
535787.3282,4.12,3,112,103045
2138360.113,5.62,4,120,805885
1317903.757,4.34,7,132,515436
525053.0914,4.26,3,122,135565
1319228.535,7.13,4,88,527976
2102194.487,6.69,2,70,952680
807113.5872,6.92,4,224,81651
1871266.713,4.48,4,118,1055092
751947.6055,5.77,5,209,67473
1236576.982,5.21,4,82,222288
2371856.973,6.73,5,115,995263
863540.2584,6.57,5,201,139332
1213405.027,6.19,3,83,226577
1285442.429,4.43,6,123,521937
804861.0065,7.14,4,227,78672
1663479.528,6.54,7,120,205489
2494782.974,7.11,5,116,1090689
794008.3916,6.44,5,205,130165
608034.7965,4.85,3,115,72730
1353912.813,4.43,6,138,625013
1653287.924,7.3,6,132,452761
1150978.099,5.28,3,81,527996
1771401.077,5.42,2,67,971283
667669.8564,6.7,3,126,105086
1269736.493,4.27,6,129,414086
2003765.291,6.53,2,66,840447
1507198.439,7.76,4,90,327842
2255583.818,7.35,3,66,1014835
745330.407,7.23,3,115,100496
895926.7134,6.69,5,227,124541
1198893.811,5.18,3,85,378494
921887.689,7.76,4,200,110463
697830.01,6.06,4,128,73802
1669979.051,6.57,6,128,542499
617030.4138,5.38,3,125,63852
2473929.035,7.7,5,116,877173
797557.4432,6.24,4,225,135047
1941408.506,6.25,2,62,1188785
862630.1289,7.21,5,223,85257
1835186.671,5.13,3,67,892471
1074434.911,5.07,3,88,288273
1522124.716,4.85,6,131,225034
1696553.562,7.84,7,134,459491
1525209.03,5.35,6,128,359407
870539.9566,7.42,5,210,61431
1438772.478,6.86,3,90,384531
570742.3205,4.65,4,127,101600
1969764.431,4.76,4,113,931311
699284.72,7.95,3,127,60285
854064.3406,5.93,5,227,94192
596871.9484,4.41,3,116,72194
1502389.179,5.76,6,125,330661
1341703.15,6.51,4,86,390999
586113.4739,4.55,3,120,138017
1117421.435,4.84,3,85,647649
2026097.057,5.24,4,111,895549
1381056.989,7.69,3,80,646453
2547520.816,7.45,5,111,1038582
674612.388,6.07,3,117,62530
1548744.411,6.51,6,137,366509
760511.6998,5.67,4,225,89189
769395.5888,5.43,4,210,65428
938565.7126,7.48,5,205,88924
1905365.288,4.89,4,117,928865
544459.8273,4.46,3,122,124272
1302929.505,7.31,4,89,203868
957798.3792,7.36,5,227,63821
703381.9832,4.97,4,220,137222
1558793.816,4.41,2,60,951290
2395013.3,6.74,5,117,1061735
1443704.457,7.65,3,85,530082
603861.6149,4.9,4,119,78848
1528571.434,5.88,7,127,661307
1220633.22,5.04,4,82,252146
2490453.257,7.36,4,117,1025244
1903572.478,4.44,4,112,964729
727566.8408,4.46,4,212,115187
1812972.619,7.91,6,132,666462
891927.6917,7.51,5,227,77863
1284596.703,5.54,3,84,338528
734422.887,7.28,4,123,110957
720351.1268,4.93,5,223,82942
2410785.574,7.27,4,111,942874
1198388.681,4.96,3,84,637268
1488599.136,4.84,7,127,526953
713515.362,6.13,3,117,105955
678134.229,5.74,4,122,118300
1884426.141,7.88,7,129,389683
757514.1406,6.73,3,124,61529
938497.6102,7.52,4,224,69586
2095785.276,5.72,4,120,842626
724995.2765,6.66,3,112,112813
2099249.615,4.82,5,111,1093178
2377013.915,7.28,4,113,981353
1381336.321,4.48,7,120,200349
715067.468,4.5,5,230,77006
2041583.023,5.63,5,118,815330
918046.3966,7.17,4,207,83372
2147219.193,7.85,3,62,802555
2487401.684,7.32,4,120,845741
1601733.796,7.07,7,133,646817
2309286.657,7.79,3,66,1127766
2238769.667,7.68,2,64,884300
1279168.838,6.57,3,87,352468
1556494.818,5.37,6,120,565295
1470607.455,7.2,3,80,501375
1918633.044,5.62,2,66,884138
1888308.136,5.02,4,118,817405
747643.6591,5.57,5,215,124048
1738767.132,6.57,7,124,406282
1855416.98,5.18,2,60,926757
1641522.114,4.08,2,67,1176940
705252.6432,7.45,3,126,70718
1822591.661,4.45,5,119,1198631
1725228.384,7.56,6,126,416226
2197308.527,6.74,5,111,1097560
1880118.919,5.38,2,61,879684
903125.8775,7.66,4,216,135731
1583597.513,6.09,6,131,652199
1152968.863,5.18,4,90,228584
2043902.969,6.15,2,64,1032711
572107.9307,4.43,3,113,132925
646056.1323,5.63,3,128,88230
2409910.741,7.18,4,115,1005488
1824898.25,4.1,4,112,1041662
1661066.774,7.02,7,140,644454
731061.8,6.8,3,115,111721
2072612.466,5.03,5,118,1187531
2132621.344,6.01,5,112,826345
2110968.594,5.17,5,120,859021
806083.4543,6.03,4,210,124338
552301.1268,4.15,3,126,103775
649131.3763,5.24,4,127,70007
2076648.921,5.3,5,112,979136
1460179.731,7.21,3,80,659299
2123476.399,5.5,5,120,1076323
904187.2362,7.86,4,224,90348
1966532.023,6.15,3,68,909677
2463708.64,7.12,4,116,1199405
2278059.604,6.23,5,115,1119832
725248.0201,6.52,3,126,91909
1081972.412,4.74,3,87,396401
1794148.226,4.81,2,66,1094232
748513.6228,4.98,5,208,92175
1687215.107,5.08,2,68,823188
2039135.006,6.09,3,69,1100155
1974670.729,5.06,5,112,981863
2004213.33,6.14,2,60,1077144
2458895.666,7.42,4,120,913398
1036480.122,4.58,3,80,234372
1834818.01,7.82,7,135,523056
1133978.838,4.37,3,80,682664
1589238.605,6.51,6,125,265455
831860.287,5.79,4,201,70200
1471429.835,4.78,6,131,464606
564386.1772,4.73,3,130,121385
2171647.704,7.1,4,115,1110545
708997.623,4.56,5,223,103062
620083.5907,5.67,4,117,91320
1824297.484,7.21,7,120,560173
2049151.344,7.65,2,70,1077562
1379174.993,4.35,6,125,526355
1793749.348,7.44,7,129,392457
683545.1333,5.48,4,123,125876
583261.9545,4.67,4,130,135420
956626.3104,7.6,4,208,64562
748702.185,7.91,4,117,137542
1630768.955,6.08,7,135,637459
2272070.104,7.51,2,61,975725
2187661.789,7.97,3,62,1052068
821765.7082,6.52,4,229,65709
644912.0661,6.41,4,112,124877
1434890.699,7.37,4,81,358909
1412440.947,4.65,7,137,536589
1358818.245,4.38,7,121,699726
1272229.114,5.98,4,80,543884
945091.8541,7.09,4,213,125678
1427864.231,4.71,7,128,247288
1275933.102,6.85,4,83,595046
2129004.231,6.93,3,70,888918
805243.662,6.7,5,221,114516
731117.376,7.02,4,116,82233
1068968.222,4.09,3,86,632048
2414781.639,7.17,5,113,876896
1751134.188,7.31,7,136,543315
855489.2396,6.6,4,209,136745
1829672.515,5.89,3,60,1164260
994983.3025,7.9,5,226,125029
585185.0912,4.8,3,129,100336
1703158.43,7.85,6,134,276647
1861225.214,7.23,6,121,230850
2309627.575,7.03,5,112,1133390
1728864.288,6.94,7,134,208232
1912971.79,4.52,5,111,1010387
1276764.811,6.45,4,84,635612
1528177.33,7.62,4,81,558999
2190131.052,7.32,3,62,868321
2261438.117,7.47,2,64,1131783
842376.2378,5.87,4,227,104079
638188.647,5.84,4,129,101127
1709192.916,6.5,6,123,226894
1142840.911,4.66,4,87,432761
1858982.312,4.02,5,117,834250
1866131.717,7.8,7,140,554009
1146904.055,4.88,3,85,690751
2568320.402,7.23,4,117,1177268
1095120.288,4.23,3,85,511732
689904.472,6.53,3,126,122036
674703.8251,6.56,3,117,69104
1642331.344,4.75,2,66,1188562
2143631.607,7.69,3,66,813784
862105.2938,7.06,4,213,95883
2419596.552,6.82,5,113,853618
679963.936,4.74,4,226,76143
1565333.441,4.13,3,69,980907
1559847.34,7.95,4,81,384623
2081796.071,6.17,5,117,1109905
1979167.98,5.69,3,66,1060542
622502.3209,4.88,3,113,123734
1988442.479,4.95,5,111,1116226
813744.5286,4.77,5,225,128267
589905.3404,5.58,3,119,68648
1623093.186,4.54,3,68,906974
1232760.646,6.57,3,81,547455
1980494.723,6.09,3,62,1028946
2036546.569,4.93,4,117,856653
2124377.375,7.25,3,62,1053116
1518003.691,5.43,7,122,388336
1351899.419,6.64,3,85,287540
755361.4464,5.64,5,203,112288
725399.7107,7.36,3,120,114945
1672858.662,4.93,3,60,866942
717214.96,6,5,217,98578
740398.216,5.07,5,211,134931
2200413.215,6.58,5,119,1191173
590913.356,4.87,3,125,60108
1609283.558,4.66,2,61,990075
610630.1292,5.15,3,129,117858
1948065.449,6.7,2,66,933749
1406661.029,7.33,4,84,589114
851855.9321,7.11,4,217,92348
1656706.996,6.1,7,136,511947
1134361.603,5.48,4,88,657455
1748739.193,7.21,7,136,475854
1480900.679,7.77,3,89,363289
1750380.542,6.83,6,131,373895
906068.3918,7.69,5,226,132669
1529809.749,6.15,7,128,662687
593388.9293,5.07,4,124,102467
909469.0443,6.43,4,214,132136
1168664.922,5.84,3,83,309284
1496274.441,4.89,7,127,455753
747539.8526,4.38,5,213,90433
1421022.538,7.88,3,90,662877
1984763.991,6.05,2,68,1150895
658039.2137,4.58,5,216,79230
1583025.946,6.04,6,130,213144
1523849.746,6.38,7,131,326992
1942770.633,5.63,3,66,988082
2031206.971,6.16,2,68,984576
2200373.141,5.93,4,111,1056040
1577489.734,7.86,4,90,682236
682635.3136,6.7,4,129,86033
677212.066,7.88,4,126,104110
713981.1855,7.48,3,124,62730
733584.5402,7.11,4,124,127216
2012632.569,6.07,3,66,887881
1392519.871,7.65,3,81,267783
690217.4698,5.34,5,221,109663
859960.1706,6.81,4,209,65202
2066208.48,6.28,3,62,862446
536972.0864,4.03,4,128,64657
695073.4707,6.72,4,129,85221
1859152.118,7.16,6,140,273172
1396677.29,4.56,6,128,227171
921105.3142,7.9,4,201,135078
2171417.016,6.42,5,120,1139942
1180494.081,5.53,3,82,445052
733519.2197,6.76,3,127,97477
1912100.02,4.81,5,119,1035939
1592181.717,4.21,2,68,1167925
702904.7568,7.73,3,113,97898
598731.3082,5.14,3,130,67491
2158727.911,6.1,4,116,1114331
1885534.231,5.68,3,70,1072879
1546323.603,7.47,3,82,265501
1764631.525,7.55,6,138,407660
1117630.271,5.11,3,82,643667
1721073.492,4.54,2,60,814460
1220152.209,5.01,4,87,475793
705601.5993,6.31,3,121,77478
1099914.537,4.16,3,87,361270
848061.6185,6.91,5,204,104336
1006327.363,7.26,4,203,124027
1994288.248,6.99,2,67,889052
1666549.355,6.82,7,133,555774
1905661.007,6.02,3,63,927853
1167529.616,5.59,4,89,506489
815337.9763,7.65,3,111,65601
1471517.458,7.41,3,83,698026
616241.6167,6.06,3,113,92701
1791637,4.21,4,110,932005
1341125.108,6.42,3,86,309555
1992660.238,5.81,2,70,1181593
749255.6723,5.28,5,203,109921
1054086.835,7.99,5,229,122467
1577488.616,6.04,7,131,238511
520159.5927,4.01,4,110,85905
1429588.642,4.2,6,140,639607
1279778.104,5.81,4,83,251361
2094626.712,6.46,2,64,953112
1426016.234,5.35,7,137,665971
1484384.725,7.75,4,86,556158
643950.3984,5.23,4,122,117195
1838480.319,6.99,7,140,663316
2411985.793,7.87,4,117,1149430
1777434.342,4.08,5,115,1072484
1356480.922,6.04,4,82,255403
938903.4589,7.62,5,215,129546
1680977.201,4.19,3,70,944948
2190962.047,7.78,3,65,1078846
718959.75,4.99,5,223,123978
1811363.399,5.51,3,67,848223
1463841.547,5.81,7,139,671192
1617705.595,6.82,6,121,526776
716500.8084,5.3,4,210,100985
1802357.013,6.04,2,66,995553
584536.5266,4.66,3,118,79090
1516331.295,5.31,6,126,364288
717301.9128,5.6,5,214,68280
1856763.102,4.36,4,116,1150791
681586.1747,6.35,4,120,72653
1851982.152,5.48,3,60,932465
1533545.675,4.91,6,140,689240
1375208.192,5.96,4,85,276905
640727.164,6.42,4,122,136460
1476586.094,5.29,6,126,258050
2295814.173,7.2,4,118,898847
1825529.549,7.09,6,134,621809
808957.5078,4.9,5,217,97321
773112.8698,6.59,4,230,133117
1141658.231,4.52,3,86,278267
1713156.491,6.19,7,131,507467
1063052.354,4.26,4,84,542850
1836488.1,5.51,3,61,960938
1332386.822,7.36,4,83,459829
2038548.488,6.67,2,68,1067512
1294670.046,5.91,4,84,694541
861086.2715,5.75,4,221,80891
1712633.739,7.67,7,133,348883
1898871.361,4.36,4,115,845946
744064.8824,7.24,4,127,79333
1185235.8,4.65,4,83,529276
2613588.312,7.12,5,120,1058514
1411157.742,5.07,6,120,308001
2286475.755,5.92,5,110,1070527
1135196.847,5.16,3,85,230676
1453739.436,5.15,7,130,212197
1628354.22,5.62,7,124,202746
1558061.861,5.32,6,132,367996
1569548.089,4.11,3,70,1180678
1390249.348,5.11,6,121,203003
1185714.771,6.08,3,88,566104
2048376.781,4.97,4,118,908355
842239.3117,7.97,4,117,85848
817495.177,6.24,4,223,95655
1305318.479,4.25,7,134,543247
1781155.297,4.19,5,115,1017682
2069155.954,6.66,2,70,1174062
1912422.619,7.62,6,138,396943
696709.0509,6.21,4,117,85276
698518.6662,7.35,3,123,110176
700799.5734,5.94,3,125,66152
1267541.909,6.07,3,90,325335
1263050.659,5.9,3,84,419713
851794.992,5.77,4,223,129833
2202431.846,7.22,3,70,1180701
1150145.145,4.32,3,83,276735
743092.7547,7.99,3,111,139305
2188730.234,6.27,5,113,1184772
760437.9725,4.57,5,200,117209
1853070.78,7.82,6,127,350847
1052147.825,4.33,3,85,269248
1073963.545,4.3,4,90,520408
825086.0288,5.7,5,230,123108
551586.7118,4.59,4,110,125352
974249.4235,7.3,5,212,121844
1812510.448,6.41,7,126,311142
999150.3525,7.92,4,206,104342
797598.9646,6.03,5,202,128017
1418223.2,5.01,6,139,405928
2373949.18,7.62,4,115,871067
2063141.262,6.56,3,67,1066875
751385.9857,5.74,5,207,139975
626983.7439,6.31,3,130,98852
1137393.731,4.65,4,84,272664
2084940.102,5.09,4,119,1151631
1583318.338,6.79,7,135,423382
1772313.232,5.08,2,65,855544
847494.0483,6.41,4,203,81649
1771464.24,6.4,7,127,244091
1297030.553,4.12,6,131,623774
814781.9736,5.6,5,208,114401
2535576.544,7.88,5,115,958961
1648079.832,4.1,2,64,1083080
1879017.765,4.39,4,112,1179562
2353830.974,7.98,5,119,901471
2060428.478,5.57,5,111,1098558
2136250.14,6.54,4,115,927327
801243.272,7.78,3,110,97950
763090.5042,7.83,3,124,80112
2117895.077,5.77,4,114,939181
1499230.788,6.08,7,136,389597
563624.5192,4.61,4,122,102513
1452497.307,7.86,3,84,626838
755369.1101,6.02,5,221,101193
1820149.953,7.08,6,140,639095
2262143.079,7.92,3,70,923948
671785,6.25,3,116,131121
2051042.501,5.53,5,118,1182671
1495659.298,5.75,7,132,473488
1245255.898,6.22,4,90,686443
674404.7245,6.35,4,120,107324
2273371.339,5.85,4,116,847794
1819727.867,6.82,7,137,419626
642040.3707,5.17,3,128,91927
1213068.967,5.25,4,85,528471
1775592.523,7.49,6,139,484625
1760596.445,6.64,6,129,313074
768311.4981,7.98,3,126,92844
1198414.026,5.7,4,84,549440
1298515.974,5.39,3,85,634961
1641400.244,7.2,6,124,582437
1336578.772,4.46,7,130,479895
892635.744,6.47,5,222,94122
1328466.242,7.46,4,81,447389
927673.2621,7.26,4,222,113604
2122729.542,5.93,5,117,902120
1705537.076,4.52,3,70,1142051
1397208.094,5.17,6,132,248273
902427.078,7.16,5,219,61771
1567085.45,6.03,6,120,221561
590385.9547,4.93,3,124,120921
1272419.384,6.08,4,84,538601
1922681.867,6.05,3,64,1138609
1352708.692,7.52,4,90,624846
1522431.885,7.59,4,86,410130
2435525.743,7.16,4,114,1183993
2091920.877,7.51,3,65,1125705
827975.9987,6.36,4,223,95503
1708445.556,6.13,6,128,372043
652530.823,7,3,119,131624
683810.8175,6.09,4,112,96835
1700917.211,7.75,7,139,221900
1534375.986,4.08,2,61,906704
650493.3825,5.75,4,127,73386
1342033.15,7.39,4,81,562234
2052818.488,6.1,5,115,989706
2138996.309,7.69,2,60,1109261
2067103.508,4.98,5,113,1030920
1528585.031,4.97,6,127,505354
2244606.702,7.54,2,64,1135407
788233.4915,7.42,3,122,67957
1261746.25,6.57,4,80,604944
1195302.223,4.86,4,82,264799
845216.3944,5.66,4,207,135292
1895775.521,5.61,3,70,848652
1765522.714,4.84,3,63,1095892
1134054.47,4.59,3,89,323360
831980.098,5.69,5,210,95458
1691882.719,4.75,2,65,851318
1636944.346,4.04,2,65,823679
1656071.812,4.19,2,69,912919
1716217.576,6.58,7,129,429885
1489135.941,4.7,6,124,651501
700082.9699,5.16,5,219,81055
1537995.934,5.26,6,140,427799
1383303.159,4.39,7,131,283687
794146.0384,7.9,3,111,71383
951428.4287,7.87,4,208,100244
1313376.404,4.49,6,133,500619
1628039.415,4.01,2,69,938550
1331016.84,4.8,6,132,259091
1306640.586,7.11,3,88,528728
1834358.405,5.74,2,67,955825
533382.8358,4.08,4,125,119663
712115.7037,7.23,4,117,98632
1952881.605,7.53,6,125,426512
1518937.087,7.27,4,90,233434
720698.0872,7.71,4,128,79839
1943381.406,7.47,6,123,502386
1821078.614,5.86,2,64,1106982
1149381.047,5.54,4,80,341878
1890098.455,7.5,6,127,398434
1776866.116,6.91,7,124,390064
2506504.299,7.53,5,110,1027471
689861.8496,5.7,3,110,71950
1551082.75,5.68,6,121,331469
2197365.499,7.18,2,68,815462
2200628.17,7.61,3,63,1100299
1913928.826,5.6,3,65,1019395
1792313.106,5.22,3,66,1182366
1539953.407,6.26,7,122,290904
1241514.908,6.41,3,85,411007
726474.119,7.15,4,118,72150
1954356.043,6.08,2,62,1035942
2021509.283,4.84,5,113,1006191
805204.864,6,5,205,114345
1922880.815,7.67,6,130,215787
825475.7837,6.28,4,205,128780
1931225.828,5.61,3,69,874783
2119810.469,6.25,4,115,1149044
712259.2642,4.1,5,225,122655
1959718.409,6.3,3,62,983541
1101128.594,5.06,3,82,434698
1615567.71,4.01,3,65,1136000
1784667.676,5.84,3,62,826484
1617907.892,4.3,2,63,873486
1268456.614,6.96,4,84,419446
1681406.997,6.03,7,135,608727
1213542.623,5.17,4,89,653387
732650.798,7.79,4,116,101808
625753.2944,4.63,3,127,96721
710859.1838,5.14,5,204,99607
895038.7217,7.83,5,226,108318
1806653.079,5.23,2,65,1146410
1964857.97,6.56,3,65,1184068
1343498.094,5.97,4,86,505227
719736.93,7,3,118,81964
1865371.338,4.83,4,118,908653
1502346.612,5.5,7,126,561567
1847867.969,5.56,3,67,1017764
702586.7668,4.31,5,207,82423
1994652.176,7.98,6,124,487813
1633873.295,6.03,7,123,201390
1949101.405,7.39,7,131,697202
1419180.175,6.9,4,84,559477
2009633.521,6.16,2,70,1171701
709267.615,7,4,127,92101
1846581.446,5.84,3,61,947818
636634.8306,5.96,3,127,70442
1422810.716,4.38,6,138,494995
752500.3928,4.72,4,202,98628
1438698.488,6.56,4,84,375445
580205.8182,5.11,3,126,101490
2453724.881,6.68,4,117,1028814
1938048.987,6.15,3,65,1122161
1904671.261,5.41,5,118,896713
725291.7434,7.13,4,120,129275
1450385.12,7.68,3,86,614196
1130702.967,4.37,3,83,303448
657241.7888,6.58,4,125,120319
576729.5117,4.43,3,127,88132
1019246.513,4.06,3,84,609533
1734458.83,4.49,2,66,874975
2513221.337,7.97,5,112,1175161
655682.6669,5.97,3,120,81900
1492002.681,4.94,6,126,422717
1358188.448,6.36,3,84,205490
720763.175,7.35,4,127,105952
740617.8112,7.68,4,127,99786
2013864.82,6.82,3,60,919758
1588591.432,7.01,6,128,692208
621327.5606,4.88,4,129,126367
1279255.5,5.9,4,86,523106
1874630.899,6.3,3,63,819130
2136486.93,5.67,5,110,1198329
1160333.414,5.7,3,89,227741
1596314.878,6.44,7,138,276969
732184.1921,7.97,4,112,119265
1477449.205,5.25,6,134,247794
1510545.716,7.27,3,81,673042
661083.2114,6.21,4,117,125470
880550.6864,5.7,5,222,61750
1452473.71,5.39,7,126,553977
1774469.896,5.4,2,60,964352
1099050.407,4.13,4,86,642580
615021.597,6.14,4,122,108403
979573.9458,7.3,4,207,85504
1155264.257,4.55,3,81,419946
1157019.252,4.69,4,88,417364
1633584.117,5.8,7,138,334145
1946659.917,4.36,5,114,999837
825506.4015,5.87,5,212,126579
1375982.723,4.02,6,121,602135
735370.6555,7.73,4,118,126669
553406.1527,4.59,4,113,85544
2383314.692,6.81,4,112,948248
1692485.798,7.97,7,132,406800
1484697.601,7.31,4,90,596533
1551775.602,4.18,3,70,1067908
1828307.457,5.42,3,60,1182142
522141.997,4.21,4,121,122974
1574109.073,5.38,6,130,481074
591337.7077,4.67,4,116,109621
1216967.949,5.95,4,80,444542
1348974.3,7,4,84,466980
2246381.4,6.22,5,117,930528
742639.405,5.37,4,220,101001
752030.3108,5.26,5,221,110838
1084191.683,4.35,3,88,349733
2656945.933,7.84,4,111,837533
746142.4547,6.76,3,118,61422
1250098.645,5.17,4,86,382575
1677686.538,7.01,7,123,326168
1939021.532,6.75,3,62,923161
1428855.602,4.69,7,132,617035
1348636.625,6.74,3,80,372267
2426449.563,7.07,4,116,821424
989023.4108,7.82,5,228,98158
1667534.127,5.9,7,121,456783
1571314.954,6.77,7,122,260555
1845599.402,7.97,6,127,306202
1734988.905,6.26,6,126,332552
2163912.092,5.53,5,118,920154
920748.3846,7.68,4,212,112170
1285125.165,5.69,4,85,501160
1942318.31,7.01,3,63,1001200
1356099.2,6.31,4,90,656757
692973.659,6.5,3,123,123649
735357.3634,7.31,4,121,66853
2089247.165,6.49,2,62,883319
672849.5155,5.96,3,116,139602
680919.8085,6.15,3,113,130204
1761792.752,6.12,6,121,265540
1838827.574,5.6,3,68,1140953
708543.921,6.71,3,114,88475
554651.0063,4.58,4,118,134714
664159.4266,5.54,4,127,63838
824901.5506,5.77,5,230,101214
2308585.181,6.64,5,111,1111401
1674329.386,4.56,3,60,1127164
1641942.8,4.87,2,64,1088287
1393777.11,7.98,3,83,533602
1933943.252,5.55,2,66,1020814
1705324.252,7.78,6,133,361463
2130115.089,5.61,5,116,1068163
1191177.549,5.7,4,80,508750
745062.3095,6.35,5,222,102856
1953902.44,6.82,2,70,1057993
1499952.725,5.4,6,134,576562
719437.3402,7.24,4,121,68148
2033868.33,6.8,2,61,898872
609554.577,5.5,4,119,114358
1351636.849,7.04,3,87,346112
669713.3752,5.52,3,111,76943
2127144.45,5.13,5,118,935724
1377617.517,7.2,3,87,612579
1693194.25,6.05,6,132,556776
754599.175,6.5,4,214,70767
1213589.127,6.35,4,89,574108
601924.022,4.59,4,110,98629
1130638.172,4.14,3,82,363191
2170545.917,6.46,4,116,876473
833812.3068,6.13,5,219,113355
2291997.01,7.22,4,118,939889
1871300.678,7.43,6,132,628359
683282.9129,7.05,3,112,67637
669893.8567,4.37,5,210,131195
1567454.385,5.18,6,131,371148
1894074.132,4.49,4,120,1189893
2493325.781,7.41,4,120,1049779
2144429.579,5.66,4,116,1044078
644792.4565,6.13,4,122,115708
624004.4837,5.34,4,119,128138
766557.9561,6.36,4,216,108778
827908.8714,6.31,4,201,64333
1961365.553,5.24,5,117,894031
657377.8892,5.85,4,116,137343
1255087.983,6.59,4,85,457004
1418983.1,4.77,7,140,525041
1321738.621,5.77,4,87,351979
1750886.879,6.7,6,127,358600
801847.763,6.46,4,200,116694
2528378.89,7.36,5,110,815897
1506743.697,5.59,7,136,435713
934778.386,7.65,4,219,64392
1217640.424,4.99,3,84,217458
610641.7846,4.99,3,119,102085
1646902.227,6.18,6,120,581234
711790.2831,4.98,4,212,132329
1187477.499,5.82,3,87,675860
1788854.448,5.39,2,70,1089863
665755.1,6.04,4,126,71703
722697.6812,6.78,4,123,115100
607595.1412,4.58,4,112,84912
723996.623,6.88,3,116,61474
1385209.322,6.4,3,86,625793
2196380.624,6.82,5,110,809012
1709220.711,4.94,2,64,1060723
2030733.999,6.65,3,68,1104492
1548840.075,5.48,7,130,586548
1980464.472,5.53,5,112,870603
1494601.241,7.25,4,80,379492
2512199.146,7.23,5,115,936619
1726476.925,6.45,7,130,343834
868187.3076,6.28,5,225,90839
1916117.683,4.41,4,112,1119557
824924.6074,5.48,5,212,100904
1781317.543,7.43,6,122,343098
1455152.547,4.65,6,133,598206
1561106.011,5.76,6,129,333051
2336189.641,7.79,3,69,1137178
728506.0416,7.79,3,118,129681
1924407.863,7.41,7,134,335670
1464276.816,7.17,3,90,638844
796201.0488,7.38,5,226,117909
2520924.626,7.59,5,113,968524
734275.9272,4.65,5,218,114583
1094646.08,4.86,3,90,363706
1639575.825,6.75,6,134,378387
1616923.316,6.36,7,125,347797
1899675.257,7.98,6,124,665167
606310.0752,4.46,4,111,133996
703925.3395,5.04,4,212,74495
1670898.547,6.32,6,126,291210
654868.5914,6.99,4,124,84754
2032611.479,7.01,3,70,1195381
1909614.768,5.49,2,65,911558
1343391.334,5.91,3,88,345827
1641313.041,6.01,6,124,368686
1512372.041,4.61,7,125,630228
2104372.296,5.39,4,114,1090580
1687665.954,6.58,7,123,371603
1657175.071,6.45,6,125,699636
2116045.54,5.88,5,111,1010407
1743395.86,5.36,2,61,1179584
2261569.076,7.34,3,67,1128093
1778355.744,4.4,4,111,868895
1438888.466,5.05,7,138,353113
1717659.216,4.36,2,66,984466
564994.8203,5.11,4,116,80126
1853692.695,5.72,3,66,1104896
1469077.392,5.6,6,140,582043
1712470.395,4.75,3,69,1173985
536392.3854,4.24,4,113,119592
2334190.861,6.86,5,119,1054097
2026799.632,5.56,5,110,1034617
1400635.291,4.16,7,129,224091
1367005.826,5.34,7,136,338094
1394572.619,4.52,6,137,528050
1381502.948,7.08,3,85,582817
2135209.546,6.24,5,118,1026833
1334593.967,5.96,3,90,600651
1769488.62,6.43,6,135,697187
1746320.717,4.6,2,70,931681
1345760.604,6.57,3,89,206692
652253.2878,5.92,3,118,72542
1618513.3,7.16,6,127,380820
773406.294,5.66,4,204,68898
1884142.883,4.24,5,114,881382
1521267.005,7.36,4,83,656340
2310733.811,6.8,5,115,815865
2447406.48,6.87,5,120,1092206
768740.2443,7.3,4,130,78790
1358198.938,7.58,4,84,691683
975250.9116,7.11,4,219,71081
566908.0682,4.19,3,125,66396
2522659.452,7.67,4,119,1011598
968950.5638,7.82,4,214,69655
1671698.451,6.22,7,122,344723
920863.466,7.28,5,215,60849
661042.3388,5.73,3,129,135604
910616.1932,7.66,4,211,94052
938512.726,6.86,4,210,118203
797579.8888,6.29,4,207,137998
1680845.076,4.58,2,68,969203
1331988.963,6.44,3,86,436895
1388163.006,6.87,4,88,464111
1603889.416,6.83,6,135,218957
832461.882,6.49,5,221,61498
798275.2976,5.63,5,210,96452
1372278.036,7.78,3,86,487564
1698361.217,7.21,7,135,289951
1808332.77,7.96,7,134,454549
844290.352,6.5,5,205,72776
1095499.863,4.36,3,87,393896
1374378.636,5.15,7,134,316401
1264185.32,5.76,4,82,595905
2099117.838,4.97,5,119,994267
2015102.88,7.95,6,136,595582
765792.15,7.5,3,115,61331
725382.186,4.95,5,220,63952
759863.5408,6.95,4,129,66794
1284784.095,5.68,3,84,566949
2233445.095,6.02,4,115,1179753
1388803.707,7.56,3,90,419958
1186206.124,6.17,4,83,692082
1285943.391,4.09,7,129,548788
1989813.337,5.8,2,60,1120373
746318.2492,5.22,5,226,128740
1396033.575,4.5,6,129,407562
1362740.911,6.53,3,90,308571
662024.6482,5.58,3,128,88887
1024372.28,7.97,4,203,62513
697312.0589,4.29,5,214,102525
2015657.556,6.44,3,62,916245
675952.853,4.86,5,200,114281
747178.9758,7.7,4,111,89070
2365389.256,7.11,5,118,1108621
1426245.173,5.52,7,120,668237
677329.1928,4.08,5,224,126807
694774.6811,7.79,3,115,118503
1419218.206,6.8,3,80,441836
1739366.793,6.47,7,121,255692
1298286.814,6.38,4,85,647998
1185907.13,4.86,3,84,234265
1863741.023,4.44,4,112,1007029
1295734.355,5.76,4,82,543594
1348988.273,7.1,3,89,276598
2395099.281,7.22,4,117,951053
